state,date,cases,deaths,hospitalized,tests,recovered,party,population,change_cases,pct_change
RI,5/18/20,12795,506,1438,94234,1012,dem,1059361,3833,0.954710431
RI,5/19/20,12951,532,1464,96327,1023,dem,1059361,3989,1.21922626
RI,5/20/20,13356,538,1486,98039,1030,dem,1059361,4394,3.127171647
RI,5/21/20,13571,556,1506,100147,1047,dem,1059361,4609,1.609763402
RI,5/22/20,13736,579,1537,101799,1084,dem,1059361,4774,1.215827868
RI,5/23/20,13952,597,1557,103224,1106,dem,1059361,4990,1.572510192
RI,5/24/20,14065,608,1580,104065,1119,dem,1059361,5103,0.809919725
RI,5/25/20,14065,608,1580,104885,1119,dem,1059361,5103,0
RI,5/26/20,14210,634,1613,106765,1158,dem,1059361,5248,1.030927835
RI,5/27/20,14353,655,1624,108002,1175,dem,1059361,5391,1.006333568
RI,5/28/20,14494,677,1639,109205,1186,dem,1059361,5532,0.982373023
RI,5/29/20,14635,693,1660,110920,1206,dem,1059361,5673,0.972816338
RI,5/30/20,14819,711,1682,112852,1225,dem,1059361,5857,1.257259993
RI,5/31/20,14928,718,1701,113778,1252,dem,1059361,5966,0.735542209
RI,6/1/20,14991,720,1724,115199,1281,dem,1059361,6029,0.422025723
RI,6/2/20,15112,732,1743,116706,1302,dem,1059361,6150,0.807150957
RI,6/3/20,15219,742,1753,118435,1311,dem,1059361,6257,0.708046585
RI,6/4/20,15325,756,1765,120552,1326,dem,1059361,6363,0.696497799
RI,6/5/20,15441,772,1775,122177,1336,dem,1059361,6479,0.756933116
RI,6/6/20,15441,772,1775,123371,1336,dem,1059361,6479,0
RI,6/7/20,15441,772,1775,124178,1336,dem,1059361,6479,0
RI,6/8/20,15642,799,1807,125107,1390,dem,1059361,6680,1.301729163
RI,6/9/20,15691,808,1815,126339,1398,dem,1059361,6729,0.313259174
RI,6/10/20,15756,812,1828,127807,1406,dem,1059361,6794,0.414250207
RI,6/11/20,15862,823,1842,129332,1419,dem,1059361,6900,0.672759584
RI,6/12/20,15947,833,1853,131506,1435,dem,1059361,6985,0.535871895
RI,6/13/20,15947,833,1853,132781,1435,dem,1059361,6985,0
RI,6/14/20,15947,833,1853,133697,1435,dem,1059361,6985,0
RI,6/15/20,16093,851,1882,135484,1474,dem,1059361,7131,0.915532702
RI,6/16/20,16164,865,1889,137022,1479,dem,1059361,7202,0.441185609
RI,6/17/20,16213,876,1898,138280,1489,dem,1059361,7251,0.303142786
RI,6/18/20,16269,885,1911,139570,1502,dem,1059361,7307,0.345401838
RI,6/19/20,16337,894,1922,140810,1515,dem,1059361,7375,0.417972832
RI,6/20/20,16337,894,1922,141527,1515,dem,1059361,7375,0
RI,6/21/20,16337,894,1922,142177,1515,dem,1059361,7375,0
RI,6/22/20,16459,903,1950,143832,1554,dem,1059361,7497,0.746771133
RI,6/23/20,16533,906,1958,145508,1562,dem,1059361,7571,0.449602041
RI,6/24/20,16606,912,1967,147045,1573,dem,1059361,7644,0.44154116
RI,6/25/20,16640,920,1981,148496,1588,dem,1059361,7678,0.204745273
RI,6/26/20,16661,927,1984,149879,1600,dem,1059361,7699,0.126201923
RI,6/27/20,16661,927,1984,151113,1600,dem,1059361,7699,0
RI,6/28/20,16661,927,1984,151713,1600,dem,1059361,7699,0
RI,6/29/20,16764,946,1995,153069,1627,dem,1059361,7802,0.618210191
RI,6/30/20,16813,950,2001,154083,1631,dem,1059361,7851,0.292293009
RI,7/1/20,16853,956,2007,156039,1638,dem,1059361,7891,0.23791114
RI,7/2/20,16941,959,2011,157083,1644,dem,1059361,7979,0.522162226
RI,7/3/20,16991,960,2019,157778,1657,dem,1059361,8029,0.295141963
RI,7/4/20,16991,960,2019,158757,1657,dem,1059361,8029,0
RI,7/5/20,16991,960,2019,160155,1657,dem,1059361,8029,0
RI,7/6/20,16991,960,2019,161714,1657,dem,1059361,8029,0
RI,7/7/20,17154,969,2036,163270,1677,dem,1059361,8192,0.959331411
RI,7/8/20,17204,971,2043,163270,1683,dem,1059361,8242,0.291477206
RI,7/9/20,17243,974,2043,165137,1684,dem,1059361,8281,0.226691467
RI,7/10/20,17312,976,2051,166655,1685,dem,1059361,8350,0.400162385
RI,7/11/20,17312,976,2051,166655,1685,dem,1059361,8350,0
RI,7/12/20,17312,976,2051,166655,1685,dem,1059361,8350,0
RI,7/13/20,17487,984,2066,173243,1691,dem,1059361,8525,1.010859519
RI,7/14/20,17588,985,2070,174658,1692,dem,1059361,8626,0.577571911
RI,7/15/20,17640,987,2075,175875,1707,dem,1059361,8678,0.295656129
RI,7/16/20,17711,988,2084,177388,1711,dem,1059361,8749,0.402494331
RI,7/17/20,17793,990,2088,179201,1717,dem,1059361,8831,0.462989103
RI,7/18/20,17793,990,2088,179201,1717,dem,1059361,8831,0
SC,5/1/20,6258,256,1110,59379,3622,rep,5148714,0,
SC,5/2/20,6489,267,1110,61616,3622,rep,5148714,231,3.691275168
SC,5/3/20,6626,275,1110,64188,3622,rep,5148714,368,2.111265218
SC,5/4/20,6757,283,1110,64188,3622,rep,5148714,499,1.977060066
SC,5/5/20,6841,296,1110,67771,3622,rep,5148714,583,1.243155246
SC,5/6/20,6936,305,1152,77482,3816,rep,5148714,678,1.388685865
SC,5/7/20,7142,316,1152,77482,3816,rep,5148714,884,2.970011534
SC,5/8/20,7367,320,1152,73442,3816,rep,5148714,1109,3.150378045
SC,5/9/20,7531,330,1252,80963,4120,rep,5148714,1273,2.226143613
SC,5/10/20,7653,331,1252,84457,4120,rep,5148714,1395,1.619970787
SC,5/11/20,7792,346,1252,84457,4120,rep,5148714,1534,1.816281197
SC,5/12/20,7927,355,1338,93140,6817,rep,5148714,1669,1.732546201
SC,5/13/20,8030,362,1338,93140,6817,rep,5148714,1772,1.299356629
SC,5/14/20,8189,371,1338,102535,4914,rep,5148714,1931,1.98007472
SC,5/15/20,8407,380,1421,109616,5076,rep,5148714,2149,2.662107705
SC,5/16/20,8661,380,1421,109616,5076,rep,5148714,2403,3.021291781
SC,5/17/20,8816,385,1421,120486,5076,rep,5148714,2558,1.789631682
SC,5/18/20,8942,391,1421,131559,5076,rep,5148714,2684,1.429219601
SC,5/19/20,9056,399,1444,135063,5451,rep,5148714,2798,1.274882577
SC,5/20/20,9175,407,1444,135063,5451,rep,5148714,2917,1.314045936
SC,5/21/20,9379,416,1444,138238,5451,rep,5148714,3121,2.223433243
SC,5/22/20,9638,419,1534,150023,5743,rep,5148714,3380,2.761488432
SC,5/23/20,9895,425,1534,158910,5743,rep,5148714,3637,2.666528325
SC,5/24/20,10096,435,1534,163947,5743,rep,5148714,3838,2.031328954
SC,5/25/20,10178,440,1534,166020,6063,rep,5148714,3920,0.812202853
SC,5/26/20,10416,446,1618,172734,6102,rep,5148714,4158,2.338376891
SC,5/27/20,10623,466,1618,175683,6102,rep,5148714,4365,1.987327189
SC,5/28/20,10788,470,1618,182249,6102,rep,5148714,4530,1.55323355
SC,5/29/20,11131,483,1634,188257,6459,rep,5148714,4873,3.179458658
SC,5/30/20,11394,487,1634,189519,6459,rep,5148714,5136,2.362770641
SC,5/31/20,11861,494,1634,200216,6459,rep,5148714,5603,4.098648411
SC,6/1/20,12148,500,1634,204688,6459,rep,5148714,5890,2.419694798
SC,6/2/20,12415,501,1789,218777,6976,rep,5148714,6157,2.197892657
SC,6/3/20,12651,518,1789,222925,6976,rep,5148714,6393,1.900926299
SC,6/4/20,13005,525,1789,230851,6976,rep,5148714,6747,2.798197771
SC,6/5/20,13453,538,1814,231299,7347,rep,5148714,7195,3.444828912
SC,6/6/20,13916,545,1814,232744,7347,rep,5148714,7658,3.441611536
SC,6/7/20,14286,546,1814,237859,7347,rep,5148714,8028,2.658810003
SC,6/8/20,14800,557,1814,244661,7347,rep,5148714,8542,3.597928041
SC,6/9/20,15228,568,1898,247982,7928,rep,5148714,8970,2.891891892
SC,6/10/20,15759,575,1898,252532,7928,rep,5148714,9501,3.486997636
SC,6/11/20,16441,588,1898,230057,7928,rep,5148714,10183,4.327685767
SC,6/12/20,17170,593,1988,236059,8682,rep,5148714,10912,4.434036859
SC,6/13/20,17955,599,1988,241906,8682,rep,5148714,11697,4.571927781
SC,6/14/20,18796,600,1988,248336,8682,rep,5148714,12538,4.683932052
SC,6/15/20,19381,602,1988,255557,8682,rep,5148714,13123,3.112364333
SC,6/16/20,19995,607,2055,267679,9734,rep,5148714,13737,3.168051184
SC,6/17/20,20556,617,2055,272754,9734,rep,5148714,14298,2.805701425
SC,6/18/20,21548,621,2055,280523,9734,rep,5148714,15290,4.825841603
SC,6/19/20,22631,639,2294,288300,10790,rep,5148714,16373,5.025988491
SC,6/20/20,23786,644,2294,296249,10790,rep,5148714,17528,5.10361893
SC,6/21/20,24693,653,2294,302667,10790,rep,5148714,18435,3.813167409
SC,6/22/20,25701,659,2294,303880,10790,rep,5148714,19443,4.082128538
SC,6/23/20,26613,673,2377,309251,12317,rep,5148714,20355,3.548500058
SC,6/24/20,27897,683,2377,318208,12317,rep,5148714,21639,4.824709728
SC,6/25/20,29022,693,2377,333358,12317,rep,5148714,22764,4.032691687
SC,6/26/20,30335,694,2622,334671,13456,rep,5148714,24077,4.52415409
SC,6/27/20,31939,711,2622,351164,13456,rep,5148714,25681,5.287621559
SC,6/28/20,33320,716,2622,359802,13456,rep,5148714,27062,4.323867372
SC,6/29/20,34644,720,2622,369305,13456,rep,5148714,28386,3.973589436
SC,6/30/20,36399,739,2854,380572,15471,rep,5148714,30141,5.065812262
SC,7/1/20,37919,766,2854,389872,15471,rep,5148714,31661,4.175938899
SC,7/2/20,39701,784,2854,401401,15471,rep,5148714,33443,4.69949102
SC,7/3/20,41532,793,2882,409032,16994,rep,5148714,35274,4.611974509
SC,7/4/20,43386,813,2882,420693,16994,rep,5148714,37128,4.464027738
SC,7/5/20,44847,820,2882,430809,16994,rep,5148714,38589,3.36744572
SC,7/6/20,46380,827,2882,439857,16994,rep,5148714,40122,3.418288849
SC,7/7/20,47352,846,3090,445291,19181,rep,5148714,41094,2.095730918
SC,7/8/20,48909,884,3090,453840,19181,rep,5148714,42651,3.288139888
SC,7/9/20,50691,905,3090,463765,19181,rep,5148714,44433,3.643501196
SC,7/10/20,52419,929,3398,475235,20956,rep,5148714,46161,3.408889152
SC,7/11/20,54699,951,3398,488090,20956,rep,5148714,48441,4.349567905
SC,7/12/20,56648,961,3398,492508,20957,rep,5148714,50390,3.563136438
SC,7/13/20,58168,972,3398,507101,20957,rep,5148714,51910,2.683236831
SC,7/14/20,60389,993,3744,517481,23849,rep,5148714,54131,3.818250585
SC,7/15/20,62245,998,3744,525983,23849,rep,5148714,55987,3.073407409
SC,7/16/20,64083,1070,3744,539964,23849,rep,5148714,57825,2.952847618
SC,7/17/20,66060,1096,4182,553375,23849,rep,5148714,59802,3.085061561
SC,7/18/20,67612,1135,4182,561993,23849,rep,5148714,61354,2.349379352
SD,5/1/20,2525,21,179,17363,1686,rep,884659,0,
SD,5/2/20,2587,21,187,18091,1759,rep,884659,62,2.455445545
SD,5/3/20,2630,21,197,18417,1799,rep,884659,105,1.662156939
SD,5/4/20,2667,21,211,18713,1830,rep,884659,142,1.406844106
SD,5/5/20,2720,24,220,19022,1895,rep,884659,195,1.987251594
SD,5/6/20,2779,29,230,19416,1977,rep,884659,254,2.169117647
SD,5/7/20,2905,31,236,20114,2028,rep,884659,380,4.534005038
SD,5/8/20,3144,31,247,21293,2069,rep,884659,619,8.227194492
SD,5/9/20,3393,34,253,22952,2125,rep,884659,868,7.919847328
SD,5/10/20,3517,34,261,23894,2147,rep,884659,992,3.654582965
SD,5/11/20,3614,34,263,24578,2187,rep,884659,1089,2.758032414
SD,5/12/20,3663,39,271,25197,2309,rep,884659,1138,1.355838406
SD,5/13/20,3732,39,281,25844,2367,rep,884659,1207,1.883701884
SD,5/14/20,3792,43,290,26473,2437,rep,884659,1267,1.607717042
SD,5/15/20,3887,44,296,27414,2574,rep,884659,1362,2.505274262
SD,5/16/20,3959,44,304,28176,2673,rep,884659,1434,1.852328274
SD,5/17/20,3987,44,312,28559,2724,rep,884659,1462,0.707249305
SD,5/18/20,4027,44,316,29045,2784,rep,884659,1502,1.003260597
SD,5/19/20,4085,46,327,29709,2914,rep,884659,1560,1.440278123
SD,5/20/20,4177,46,333,30389,3023,rep,884659,1652,2.252141983
SD,5/21/20,4177,47,342,31301,3145,rep,884659,1652,0
SD,5/22/20,4356,50,351,32344,3267,rep,884659,1831,4.285372277
SD,5/23/20,4468,50,358,33528,3336,rep,884659,1943,2.571166208
SD,5/24/20,4563,50,364,34905,3371,rep,884659,2038,2.126230976
SD,5/25/20,4586,50,370,35283,3415,rep,884659,2061,0.50405435
SD,5/26/20,4653,50,378,37038,3528,rep,884659,2128,1.460968164
SD,5/27/20,4710,54,391,38006,3619,rep,884659,2185,1.225016119
SD,5/28/20,4793,54,406,39026,3698,rep,884659,2268,1.762208068
SD,5/29/20,4866,59,418,40682,3744,rep,884659,2341,1.523054454
SD,5/30/20,4960,62,427,42938,3805,rep,884659,2435,1.931771476
SD,5/31/20,4993,62,432,44128,3837,rep,884659,2468,0.665322581
SD,6/1/20,5034,62,435,45661,3903,rep,884659,2509,0.821149609
SD,6/2/20,5066,62,443,46846,3990,rep,884659,2541,0.635677394
SD,6/3/20,5161,62,456,48662,4084,rep,884659,2636,1.875246743
SD,6/4/20,5247,64,464,52622,4163,rep,884659,2722,1.666343732
SD,6/5/20,5277,65,467,53363,4179,rep,884659,2752,0.571755289
SD,6/6/20,5367,65,474,55458,4273,rep,884659,2842,1.705514497
SD,6/7/20,5438,65,478,57060,4335,rep,884659,2913,1.322899199
SD,6/8/20,5471,65,482,57819,4403,rep,884659,2946,0.60684075
SD,6/9/20,5523,68,487,59159,4483,rep,884659,2998,0.950466094
SD,6/10/20,5604,69,503,60685,4573,rep,884659,3079,1.466594242
SD,6/11/20,5665,73,514,61744,4664,rep,884659,3140,1.088508208
SD,6/12/20,5742,74,525,63005,4755,rep,884659,3217,1.359223301
SD,6/13/20,5833,75,531,64513,4828,rep,884659,3308,1.584813654
SD,6/14/20,5898,75,539,65319,4899,rep,884659,3373,1.114349391
SD,6/15/20,5928,75,544,66395,4961,rep,884659,3403,0.508646999
SD,6/16/20,5966,77,562,67202,5069,rep,884659,3441,0.641025641
SD,6/17/20,6050,78,570,68988,5143,rep,884659,3525,1.407978545
SD,6/18/20,6109,78,585,70353,5221,rep,884659,3584,0.975206612
SD,6/19/20,6158,81,589,71193,5276,rep,884659,3633,0.802095269
SD,6/20/20,6225,81,598,71915,5335,rep,884659,3700,1.088015589
SD,6/21/20,6297,81,608,73026,5389,rep,884659,3772,1.156626506
SD,6/22/20,6326,81,616,73329,5437,rep,884659,3801,0.460536764
SD,6/23/20,6353,83,624,73986,5497,rep,884659,3828,0.426809991
SD,6/24/20,6419,84,629,75077,5554,rep,884659,3894,1.03887927
SD,6/25/20,6479,87,632,75854,5592,rep,884659,3954,0.934725035
SD,6/26/20,6535,88,639,77015,5652,rep,884659,4010,0.864330915
SD,6/27/20,6626,91,645,78100,5717,rep,884659,4101,1.392501913
SD,6/28/20,6681,91,652,78893,5752,rep,884659,4156,0.830063387
SD,6/29/20,6716,91,657,79457,5818,rep,884659,4191,0.523873672
SD,6/30/20,6764,91,666,80088,5872,rep,884659,4239,0.714711138
SD,7/1/20,6826,93,674,80943,5933,rep,884659,4301,0.916617386
SD,7/2/20,6893,97,683,81941,5982,rep,884659,4368,0.981541166
SD,7/3/20,6978,97,687,82993,6049,rep,884659,4453,1.233135065
SD,7/4/20,7028,97,689,83830,6062,rep,884659,4503,0.71653769
SD,7/5/20,7063,97,691,84003,6063,rep,884659,4538,0.498007968
SD,7/6/20,7105,97,692,84303,6063,rep,884659,4580,0.594648167
SD,7/7/20,7163,98,699,85365,6190,rep,884659,4638,0.816326531
SD,7/8/20,7242,98,709,86226,6280,rep,884659,4717,1.102889851
SD,7/9/20,7336,101,718,87310,6331,rep,884659,4811,1.297983982
SD,7/10/20,7401,107,726,88542,6408,rep,884659,4876,0.886041439
SD,7/11/20,7454,109,738,89606,6470,rep,884659,4929,0.716119443
SD,7/12/20,7499,109,738,90608,6522,rep,884659,4974,0.60370271
SD,7/13/20,7524,109,742,91378,6543,rep,884659,4999,0.333377784
SD,7/14/20,7572,109,744,92164,6599,rep,884659,5047,0.637958533
SD,7/15/20,7652,111,752,93543,6663,rep,884659,5127,1.056524036
SD,7/16/20,7694,115,757,94036,6737,rep,884659,5169,0.548876111
SD,7/17/20,7789,116,763,95973,6808,rep,884659,5264,1.23472836
SD,7/18/20,7862,116,771,97247,6891,rep,884659,5337,0.937219155
TN,5/1/20,11781,205,1113,186132,5546,rep,6829174,0,
TN,5/2/20,12376,210,1125,196276,5718,rep,6829174,595,5.050505051
TN,5/3/20,12871,211,1135,204607,5814,rep,6829174,1090,3.999676794
TN,5/4/20,13283,216,1143,211443,6081,rep,6829174,1502,3.200994484
TN,5/5/20,13555,225,1156,218862,6356,rep,6829174,1774,2.047730181
TN,5/6/20,13737,237,1221,227101,6564,rep,6829174,1956,1.342677979
TN,5/7/20,14108,238,1266,236328,6783,rep,6829174,2327,2.700735241
TN,5/8/20,14276,240,1299,243578,7011,rep,6829174,2495,1.190813723
TN,5/9/20,14675,241,1319,252748,7369,rep,6829174,2894,2.794900532
TN,5/10/20,15060,242,1325,261869,7528,rep,6829174,3279,2.62350937
TN,5/11/20,15423,248,1344,273277,8038,rep,6829174,3642,2.410358566
TN,5/12/20,15777,264,1363,283824,8336,rep,6829174,3996,2.295273293
TN,5/13/20,16261,271,1388,292917,8624,rep,6829174,4480,3.067756861
TN,5/14/20,16588,284,1435,302317,8881,rep,6829174,4807,2.010946436
TN,5/15/20,16917,288,1454,309756,9280,rep,6829174,5136,1.983361466
TN,5/16/20,17204,292,1474,320201,9529,rep,6829174,5423,1.696518295
TN,5/17/20,17391,293,1482,325280,9652,rep,6829174,5610,1.086956522
TN,5/18/20,17767,296,1489,337428,9886,rep,6829174,5986,2.162037836
TN,5/19/20,18301,301,1498,346123,10969,rep,6829174,6520,3.005572128
TN,5/20/20,18534,309,1515,354013,11783,rep,6829174,6753,1.273154472
TN,5/21/20,18970,313,1539,360583,12191,rep,6829174,7189,2.352433366
TN,5/22/20,19364,315,1560,368170,12566,rep,6829174,7583,2.076963627
TN,5/23/20,19765,325,1573,373758,12745,rep,6829174,7984,2.07085313
TN,5/24/20,20116,332,1583,383576,12837,rep,6829174,8335,1.775866431
TN,5/25/20,20533,334,1594,396219,13073,rep,6829174,8752,2.072976735
TN,5/26/20,20960,339,1609,403504,13344,rep,6829174,9179,2.079579214
TN,5/27/20,21360,353,1647,409630,13916,rep,6829174,9579,1.908396947
TN,5/28/20,21763,352,1689,415989,14632,rep,6829174,9982,1.88670412
TN,5/29/20,22199,356,1710,421967,14965,rep,6829174,10418,2.003400267
TN,5/30/20,22676,360,1732,427046,15193,rep,6829174,10895,2.148745439
TN,5/31/20,22832,360,1750,435977,15300,rep,6829174,11051,0.68795202
TN,6/1/20,23242,361,1767,448493,15564,rep,6829174,11461,1.795725298
TN,6/2/20,24498,378,1792,462136,15916,rep,6829174,12717,5.404009982
TN,6/3/20,25024,386,1829,470779,16319,rep,6829174,13243,2.14711405
TN,6/4/20,25374,401,1855,476138,16643,rep,6829174,13593,1.398657289
TN,6/5/20,25799,405,1893,482172,16925,rep,6829174,14018,1.674942855
TN,6/6/20,26359,413,1923,491421,17124,rep,6829174,14578,2.170626768
TN,6/7/20,26811,414,1932,498768,17222,rep,6829174,15030,1.714784324
TN,6/8/20,27217,417,1948,512763,17563,rep,6829174,15436,1.514303831
TN,6/9/20,27865,430,1974,521197,18013,rep,6829174,16084,2.380864901
TN,6/10/20,28379,436,1990,528827,18516,rep,6829174,16598,1.844607931
TN,6/11/20,28766,441,2011,535294,18992,rep,6829174,16985,1.363684415
TN,6/12/20,29218,461,2049,590173,19425,rep,6829174,17437,1.571299451
TN,6/13/20,29616,465,2073,601362,19731,rep,6829174,17835,1.362174002
TN,6/14/20,30174,467,2087,615220,19896,rep,6829174,18393,1.884116694
TN,6/15/20,30945,477,2106,629978,20062,rep,6829174,19164,2.555179956
TN,6/16/20,31623,487,2146,638990,20710,rep,6829174,19842,2.190984004
TN,6/17/20,32112,493,2180,644573,21282,rep,6829174,20331,1.546342852
TN,6/18/20,32604,504,2209,652394,21949,rep,6829174,20823,1.532137519
TN,6/19/20,33603,508,2238,661689,22531,rep,6829174,21822,3.064041222
TN,6/20/20,34223,516,2266,675340,22838,rep,6829174,22442,1.845073357
TN,6/21/20,34719,519,2291,685629,23067,rep,6829174,22938,1.44931771
TN,6/22/20,35255,525,2301,700105,23567,rep,6829174,23474,1.543823267
TN,6/23/20,36018,535,2336,705419,24068,rep,6829174,24237,2.164232024
TN,6/24/20,36822,548,2386,718304,24693,rep,6829174,25041,2.232217225
TN,6/25/20,37695,558,2431,727549,25280,rep,6829174,25914,2.370865244
TN,6/26/20,38802,569,2498,742032,25753,rep,6829174,27021,2.936729009
TN,6/27/20,39813,577,2564,748553,26159,rep,6829174,28032,2.605535797
TN,6/28/20,39945,577,2564,748553,26159,rep,6829174,28164,0.331549996
TN,6/29/20,41388,585,2599,777206,26962,rep,6829174,29607,3.612467142
TN,6/30/20,42815,597,2665,793127,27599,rep,6829174,31034,3.447859283
TN,7/1/20,44360,602,2715,817886,28283,rep,6829174,32579,3.608548406
TN,7/2/20,46176,612,2775,838454,28938,rep,6829174,34395,4.093778179
TN,7/3/20,47882,626,2825,862489,29591,rep,6829174,36101,3.694559945
TN,7/4/20,49232,630,2860,878604,30043,rep,6829174,37451,2.819431101
TN,7/5/20,50365,639,2871,896166,30254,rep,6829174,38584,2.301348716
TN,7/6/20,51509,646,2897,904618,31020,rep,6829174,39728,2.271418644
TN,7/7/20,52643,657,2950,921199,31827,rep,6829174,40862,2.201557009
TN,7/8/20,54756,678,3023,950959,32736,rep,6829174,42975,4.013828999
TN,7/9/20,56531,700,3088,972714,33609,rep,6829174,44750,3.241653883
TN,7/10/20,58224,713,3146,994575,34740,rep,6829174,46443,2.994817003
TN,7/11/20,59981,728,3193,1007114,35435,rep,6829174,48200,3.017655949
TN,7/12/20,61106,731,3250,1018015,35855,rep,6829174,49325,1.875593938
TN,7/13/20,63615,738,3284,1053961,36996,rep,6829174,51834,4.105979773
TN,7/14/20,65412,757,3378,1071888,38272,rep,6829174,53631,2.82480547
TN,7/15/20,67515,773,3434,1097673,39857,rep,6829174,55734,3.215006421
TN,7/16/20,69827,786,3497,1123697,41250,rep,6829174,58046,3.424424202
TN,7/17/20,72072,805,3562,1150672,42734,rep,6829174,60291,3.215088719
TN,7/18/20,74518,828,3649,1173652,43706,rep,6829174,62737,3.393828394
TX,5/1/20,30342,853,,351775,14122,rep,28995881,0,
TX,5/2/20,31433,875,,380648,14891,rep,28995881,1091,3.595675961
TX,5/3/20,32299,890,,390560,15544,rep,28995881,1957,2.755066332
TX,5/4/20,33134,914,,407398,16090,rep,28995881,2792,2.585219357
TX,5/5/20,34286,955,,427210,16791,rep,28995881,3944,3.476791211
TX,5/6/20,35441,985,,438938,17622,rep,28995881,5099,3.368721927
TX,5/7/20,36682,1016,,455162,18440,rep,28995881,6340,3.501594199
TX,5/8/20,37943,1059,,477118,19197,rep,28995881,7601,3.437653345
TX,5/9/20,38849,1086,,489294,20141,rep,28995881,8507,2.387792215
TX,5/10/20,40037,1110,,501776,21022,rep,28995881,9695,3.057993771
TX,5/11/20,40988,1137,,525697,21713,rep,28995881,10646,2.375302845
TX,5/12/20,42348,1169,,538172,22674,rep,28995881,12006,3.318044306
TX,5/13/20,43822,1205,,556776,23519,rep,28995881,13480,3.480683858
TX,5/14/20,45169,1256,,587313,24487,rep,28995881,14827,3.073798549
TX,5/15/20,46987,1300,,609630,25454,rep,28995881,16645,4.024884323
TX,5/16/20,47866,1330,,638739,26601,rep,28995881,17524,1.870730202
TX,5/17/20,48828,1356,,650355,27570,rep,28995881,18486,2.009777295
TX,5/18/20,49788,1362,,679845,28371,rep,28995881,19446,1.966085033
TX,5/19/20,51080,1405,,700146,29359,rep,28995881,20738,2.595002812
TX,5/20/20,52369,1443,,720928,30341,rep,28995881,22027,2.523492561
TX,5/21/20,53441,1480,,740181,30341,rep,28995881,23099,2.047012546
TX,5/22/20,54369,1498,,741362,31223,rep,28995881,24027,1.736494452
TX,5/23/20,55451,1522,,762706,32277,rep,28995881,25109,1.990104655
TX,5/24/20,56050,1533,,763545,33385,rep,28995881,25708,1.080232999
TX,5/25/20,56490,1536,,805654,35292,rep,28995881,26148,0.785013381
TX,5/26/20,57573,1552,,821233,36375,rep,28995881,27231,1.917153478
TX,5/27/20,59105,1598,,855674,37626,rep,28995881,28763,2.660969552
TX,5/28/20,60820,1618,,873218,38905,rep,28995881,30478,2.901615769
TX,5/29/20,62073,1645,,893275,40068,rep,28995881,31731,2.060177573
TX,5/30/20,63396,1676,,928517,40068,rep,28995881,33054,2.131361462
TX,5/31/20,64974,1683,,951865,42423,rep,28995881,34632,2.489116033
TX,6/1/20,66081,1695,,970031,43338,rep,28995881,35739,1.703758426
TX,6/2/20,67966,1732,,986224,44517,rep,28995881,37624,2.852559737
TX,6/3/20,69546,1766,,1006768,45858,rep,28995881,39204,2.324691758
TX,6/4/20,71330,1793,,1038555,46799,rep,28995881,40988,2.565208639
TX,6/5/20,73323,1821,,1061576,47865,rep,28995881,42981,2.794055797
TX,6/6/20,75077,1840,,1093277,48895,rep,28995881,44735,2.392155258
TX,6/7/20,75948,1846,,1100446,49758,rep,28995881,45606,1.160142254
TX,6/8/20,77326,1856,,1120316,49758,rep,28995881,46984,1.814399326
TX,6/9/20,79271,1886,,1147355,51140,rep,28995881,48929,2.515324729
TX,6/10/20,81771,1916,,1161087,52449,rep,28995881,51429,3.153738442
TX,6/11/20,83772,1942,,1206320,54096,rep,28995881,53430,2.447077815
TX,6/12/20,86031,1965,,1226957,55258,rep,28995881,55689,2.696605071
TX,6/13/20,88120,1989,,1260319,56535,rep,28995881,57778,2.428194488
TX,6/14/20,89542,1995,,1295983,58341,rep,28995881,59200,1.613708579
TX,6/15/20,91726,2018,,1314761,59089,rep,28995881,61384,2.439078868
TX,6/16/20,95973,2057,,1348442,60681,rep,28995881,65631,4.630093976
TX,6/17/20,99466,2099,,1369638,62368,rep,28995881,69124,3.639565294
TX,6/18/20,102677,2137,,1407741,63812,rep,28995881,72335,3.228238795
TX,6/19/20,107322,2168,,1423914,65329,rep,28995881,76980,4.523895322
TX,6/20/20,111594,2186,,1463398,67096,rep,28995881,81252,3.98054453
TX,6/21/20,114886,2195,,1526180,68499,rep,28995881,84544,2.94997939
TX,6/22/20,119646,2213,,1549009,69190,rep,28995881,89304,4.143237644
TX,6/23/20,124726,2246,,1597290,70714,rep,28995881,94384,4.245858616
TX,6/24/20,131310,2292,,1630258,72898,rep,28995881,100968,5.278771066
TX,6/25/20,136783,2321,,1659340,74496,rep,28995881,106441,4.167999391
TX,6/26/20,142582,2362,,1697334,76282,rep,28995881,112240,4.239561934
TX,6/27/20,148639,2398,,1722826,78248,rep,28995881,118297,4.248081806
TX,6/28/20,152437,2407,,1775219,79974,rep,28995881,122095,2.555184036
TX,6/29/20,158756,2430,,1819189,81335,rep,28995881,128414,4.14531905
TX,6/30/20,166703,2482,,1869282,84818,rep,28995881,136361,5.005795057
TX,7/1/20,174826,2518,,1921948,87556,rep,28995881,144484,4.872737743
TX,7/2/20,182260,2562,,1975803,90720,rep,28995881,151918,4.252227929
TX,7/3/20,189418,2608,,2013906,93572,rep,28995881,159076,3.927356524
TX,7/4/20,195707,2646,,2071809,97430,rep,28995881,165365,3.320170206
TX,7/5/20,200137,2666,,2133457,100843,rep,28995881,169795,2.263587915
